school_name	school_section	cca_grouping_desc	cca_generic_name	cca_customized_name
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	NETBALL	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	FOOTBALL	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	SQUASH	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TABLE TENNIS	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TENNIS	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	VOLLEYBALL	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TOUCH RUGBY	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	CHOIR	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE - MODERN / STREET
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	BAND - CONCERT	SYMPHONIC BAND
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART ELECTIVE PROGRAMME CLUB (AEP CLUB)
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CHESS CLUB	STUDENT INTEREST GROUP: NY CHESS CLUB
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	LEP CLUB	CHINESE LITERARY CLUB
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	OUTDOOR ADVENTURE CLUB
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	PHOTOGRAPHIC SOCIETY	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	SCIENCE SOCIETY	SCIENCE RESEARCH PROGRAMME
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	BIZCLUB	BIZ CLUB
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	RED CROSS HUMANITARIAN NETWORK	RED CROSS YOUTH (NANYANG JC CHAPTER)
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	LIBRARY RESOURCE	THE DRUM - MEDIA RESOURCE
NANYANG JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CHANNEL NEWS NANYANG (CNNY)	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	SWIMMING	SWIMMING / FLIPPA BALL
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TENNIS	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	ARTISTIC GYMNASTICS	na
NANYANG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
NANYANG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
NANYANG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	PEGASUS CUB SCOUT UNIT
NANYANG PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
NANYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	na
NANYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NANYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
NANYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
NANYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
NANYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	CHESS CLUB	na
NANYANG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHINESE CALLIGRAPHY AND BRUSH PAINTING	CHINESE CALLIGRAPHY CLUB
NANYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	GREEN CLUB	na
NANYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
NANYANG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	WEIQI CLUB	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
NANYANG PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	INDIAN DANCE
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	INDIAN DANCE
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - WESTERN	WESTERN DANCE
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - WESTERN	WESTERN DANCE
NATIONAL JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	SHOOTING
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	SHOOTING
NATIONAL JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	BASKETBALL	na
NATIONAL JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOEING/ DRAGON BOAT
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOEING/ DRAGON BOAT
NATIONAL JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	SOFTBALL	na
NATIONAL JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	SQUASH	na
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	SQUASH	na
NATIONAL JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	TRACK & FIELD/ CROSS COUNTRY
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TRACK & FIELD	TRACK & FIELD/ CROSS COUNTRY
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA/GUZHENG ENSEMBLE
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA/GUZHENG ENSEMBLE
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	CHOIR	na
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ENSEMBLE
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ENSEMBLE
NATIONAL JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	STRING ORCHESTRA
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	STRING ORCHESTRA
NORTH VISTA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
NATIONAL JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	BAND - SYMPHONIC	SYMPHONIC BAND
NAVAL BASE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL
NAVAL BASE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
NAVAL BASE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TAEKWONDO	TAEKWONDO
NAVAL BASE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	GOLF	GOLF
NAVAL BASE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	BOYS' BRIGADE
NAVAL BASE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	GIRLS' BRIGADE
NAVAL BASE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS
NAVAL BASE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA
NAVAL BASE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	BAND
NAVAL BASE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	"MUSIC, DRAMA & DANCE CLUB"	DANCE CLUB
NAVAL BASE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
NAVAL BASE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFOCOMM
NAVAL BASE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	SEPAK TAKRAW	SEPAK TAKRAW
NAVAL BASE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	SOCCER
NAVAL BASE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	ST. JOHN BRIGADE	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	DANCE
NAVAL BASE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	ENGLISH DRAMA
NORTHLAND SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
FAIRFIELD METHODIST SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA@FAIRFIELD
PEIRCE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
NAVAL BASE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFOCOMM CLUB
NEW TOWN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	DRAMA CLUB
NEW TOWN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	RADIO CONTROL AND ROBOTICS CLUB	ROBOTICS CLUB
NEW TOWN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	IT/MEDIA CLUB
NEW TOWN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
NEW TOWN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
NEW TOWN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
NEW TOWN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
NEW TOWN PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS
NEW TOWN PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
NEW TOWN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NEW TOWN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	INTERNATIONAL
NEW TOWN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
NEW TOWN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	INDIAN DANCE
NEW TOWN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
NEW TOWN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
NEW TOWN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
PRESBYTERIAN HIGH SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	SYMPHONIC BAND
JUYING SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	AV & IT CLUB
MERIDIAN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA CLUB
PUNGGOL SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
NEW TOWN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	CHINESE CONTEMPORARY DANCE
NEW TOWN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	ETHNIC FUSION DANCE
RAFFLES GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	BAND SYMPHONIC
NGEE ANN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
NGEE ANN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
NGEE ANN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	na
NGEE ANN PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
NGEE ANN PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
NGEE ANN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
NGEE ANN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NGEE ANN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
NGEE ANN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	INDIAN DANCE
NGEE ANN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
NGEE ANN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	POTTERY CLUB	VISUAL ARTS CLUB
NGEE ANN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	PUBLICATION AND MEDIA CLUB	MEDIA AND INFOCOMM CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA AND INFORMATION TECHNOLOGY CLUB
NGEE ANN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	na
PRESBYTERIAN HIGH SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	PHMEDIA
YUYING SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA SOCIETY
BARTLEY SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MERIT (MEDIA RESOURCE & IT) CLUB
NGEE ANN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
NGEE ANN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NGEE ANN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	WUSHU	na
NGEE ANN SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	VOLLEYBALL (GIRLS)
NGEE ANN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
NGEE ANN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
NGEE ANN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	SCOUTS (BOYS)
NGEE ANN SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	NCC (LAND) (BOYS)
NGEE ANN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
NGEE ANN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NGEE ANN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	INTERNATIONAL DANCE
NGEE ANN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	ENGLISH DRAMA
RIVER VALLEY HIGH SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	CONCERT BAND
NGEE ANN SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	MUSICIANS' CLUB	JAM BAND
NGEE ANN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	CHESS CLUB - INTERNATIONAL	INTERNATIONAL CHESS
NORTH SPRING PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
NORTH SPRING PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ENSEMBLE
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	VIOLIN
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	TAP DANCING	TAP DANCE
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	VISUAL ART CLUB
NORTH SPRING PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	POTTERY CLUB	CERAMICS CLUB
NORTH SPRING PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	NEW MEDIA CLUB
NORTH SPRING PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	na
NORTH VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA
NORTH VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	CREATIVE HANDS
NORTH VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FLOORBALL	na
NORTH VIEW PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
NORTH VIEW PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
NORTH VIEW PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	CUB SCOUTS
NORTH VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NORTH VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	GUZHENG
NORTH VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
NORTH VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	SOCCER
NORTH VISTA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	RUGBY	EXCELLENCE RUGBY
NORTH VISTA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	SOFTBALL	EXCELLENCE SOFTBALL
NORTH VISTA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	EXCELLENCE BOYS' BRIGADE
NORTH VISTA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	EXCELLENCE GIRLS' BRIGADE
NORTH VISTA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	EXCELLENCE SCOUTS
NORTH VISTA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	EXCELLENCE CHOIR
NORTH VISTA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - SYMPHONIC	EXCELLENCE BAND
NORTH VISTA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	EXCELLENCE INTERNATIONAL DANCE
NORTH VISTA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	EXCELLENCE CHINESE DANCE
NORTH VISTA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	EXCELLENCE ART CLUB
NORTH VISTA PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ENGLISH SOCIETY	EXCELLENCE EL LITERARY CLUB
NORTH VISTA PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	EXCELLENCE ENVIRONMENT CLUB
NORTH VISTA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ARTS AND INNOVATION CLUB	MODULAR ART CLUB
NORTH VISTA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	ATHLETICS
NORTH VISTA SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	GOLF	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	ST. JOHN BRIGADE	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
RIVERSIDE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
NORTH VISTA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA CLUB
NORTH VISTA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	ODAC
NORTH VISTA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFOCOMM CLUB
